,COMMUNITY AREA NAME,BUILDING_SUBTYPE,TOTAL KWH,TOTAL THERMS,TOTAL POPULATION,TOTAL UNITS,AVERAGE BUILDING AGE,AVERAGE HOUSESIZE
63554,West Ridge,Single Family,51597.0,12413.0,107.0,39.0,78.57,3.34
63556,West Ridge,Multi < 7,134690.0,25262.0,126.0,52.0,71.22,3.15
63557,West Ridge,Single Family,22429.0,6321.0,126.0,52.0,42.0,3.15
63558,West Ridge,Multi < 7,150092.0,23412.0,174.0,66.0,65.29,3.11
63559,West Ridge,Single Family,69901.0,12947.0,174.0,66.0,81.5,3.11
63560,West Ridge,Single Family,27235.0,5839.0,113.0,33.0,57.0,4.19
63561,West Ridge,Multi < 7,167049.0,61101.0,267.0,72.0,73.27,4.17
63562,West Ridge,Single Family,36799.0,5198.0,267.0,72.0,84.0,4.17
63564,West Ridge,Multi < 7,150484.0,58894.0,242.0,68.0,70.3,3.9
63565,West Ridge,Single Family,64870.0,10228.0,242.0,68.0,55.67,3.9
63567,West Ridge,Multi < 7,184091.0,44572.0,218.0,64.0,73.92,3.76
63569,West Ridge,Multi < 7,226066.0,49623.0,214.0,61.0,68.71,3.82
63570,West Ridge,Multi < 7,229027.0,29040.0,167.0,48.0,70.27,3.8
63571,West Ridge,Single Family,41442.0,8575.0,167.0,48.0,84.8,3.8
63573,West Ridge,Multi < 7,36870.0,8950.0,113.0,33.0,69.67,4.19
63575,West Ridge,Multi 7+,77744.0,5812.0,150.0,44.0,82.0,3.75
63576,West Ridge,Multi < 7,61553.0,24063.0,150.0,44.0,77.67,3.75
63577,West Ridge,Single Family,18559.0,3022.0,150.0,44.0,85.0,3.75
63579,West Ridge,Multi < 7,15360.0,1485.0,28.0,8.0,84.0,3.5
63582,West Ridge,Multi < 7,44119.0,4500.0,58.0,29.0,76.75,2.23
63583,West Ridge,Single Family,103035.0,27818.0,58.0,29.0,49.0,2.23
63584,West Ridge,Multi 7+,23472.0,6443.0,168.0,63.0,82.0,3.23
63585,West Ridge,Multi < 7,127743.0,34920.0,168.0,63.0,81.58,3.23
63586,West Ridge,Single Family,40855.0,5844.0,168.0,63.0,75.33,3.23
63587,West Ridge,Multi 7+,18400.0,8230.0,153.0,57.0,81.0,3.12
63591,West Ridge,Multi < 7,43001.0,10763.0,37.0,15.0,78.0,2.85
63592,West Ridge,Multi < 7,15447.0,1972.0,49.0,19.0,86.0,2.58
63596,West Ridge,Multi 7+,69271.0,34451.0,257.0,100.0,82.0,2.95
63597,West Ridge,Multi < 7,52330.0,19907.0,257.0,100.0,76.0,2.95
63599,West Ridge,Multi 7+,63930.0,21061.0,177.0,72.0,83.0,3.22
63600,West Ridge,Multi < 7,75042.0,12995.0,177.0,72.0,75.75,3.22
63604,West Ridge,Multi 7+,2375.0,231.0,214.0,72.0,79.0,2.94
63605,West Ridge,Multi < 7,111205.0,25692.0,214.0,72.0,75.2,2.94
63606,West Ridge,Single Family,29931.0,2976.0,214.0,72.0,85.5,2.94
63607,West Town,Multi < 7,12321.0,2853.0,9.0,7.0,118.0,1.29
63608,West Ridge,Multi < 7,191710.0,44535.0,141.0,55.0,76.79,2.71
63609,West Ridge,Single Family,169698.0,25200.0,54.0,18.0,79.94,3.18
63611,West Ridge,Single Family,119801.0,18172.0,56.0,14.0,85.0,4.0
63612,West Ridge,Single Family,163707.0,26346.0,0.0,0.0,87.56,0.0
63614,West Ridge,Single Family,117910.0,15217.0,71.0,13.0,87.1,5.46
63615,West Ridge,Multi < 7,147605.0,28234.0,146.0,50.0,72.25,3.24
63616,West Ridge,Single Family,39633.0,7280.0,146.0,50.0,83.5,3.24
63618,West Ridge,Multi < 7,11158.0,2544.0,96.0,35.0,54.0,2.91
63619,West Ridge,Single Family,150399.0,20189.0,96.0,35.0,79.93,2.91
63620,West Ridge,Single Family,143281.0,25507.0,49.0,19.0,83.41,2.58
63621,West Ridge,Single Family,103186.0,23343.0,62.0,19.0,89.44,3.26
63622,West Ridge,Single Family,173913.0,24014.0,48.0,18.0,89.28,2.67
63626,West Ridge,Multi 7+,257156.0,34224.0,860.0,343.0,47.83,3.08
63627,West Ridge,Multi < 7,381328.0,24138.0,860.0,343.0,49.43,3.08
63628,West Ridge,Single Family,65812.0,10883.0,860.0,343.0,59.22,3.08
63634,West Ridge,Multi < 7,4363.0,5771.0,54.0,27.0,79.0,2.16
63638,West Ridge,Multi < 7,74418.0,20203.0,80.0,33.0,83.6,3.08
63639,West Ridge,Multi < 7,78931.0,16318.0,109.0,45.0,83.0,2.42
63640,West Ridge,Single Family,24973.0,6808.0,109.0,45.0,42.0,2.42
63641,West Ridge,Multi < 7,134882.0,35972.0,153.0,57.0,82.5,3.12
63642,West Ridge,Single Family,34722.0,4439.0,153.0,57.0,76.0,3.12
63644,West Ridge,Multi 7+,23077.0,7339.0,138.0,50.0,84.0,3.54
63645,West Ridge,Multi < 7,156534.0,23915.0,138.0,50.0,80.44,3.54
63648,West Ridge,Multi < 7,165821.0,39466.0,179.0,62.0,63.0,3.44
63649,West Ridge,Single Family,12770.0,1382.0,179.0,62.0,85.0,3.44
63652,West Ridge,Multi < 7,143778.0,34054.0,165.0,61.0,84.22,2.95
63656,West Ridge,Multi < 7,110185.0,26567.0,142.0,64.0,79.82,3.09
63658,West Ridge,Multi 7+,21357.0,9230.0,137.0,56.0,81.0,2.54
63659,West Ridge,Multi < 7,111624.0,34195.0,137.0,56.0,63.25,2.54
63660,West Ridge,Multi < 7,55479.0,12078.0,105.0,32.0,52.6,3.28
63661,West Ridge,Multi < 7,94086.0,16718.0,32.0,11.0,52.86,3.56
63663,West Ridge,Multi 7+,35444.0,6996.0,114.0,57.0,79.0,2.28
63664,West Ridge,Multi < 7,171949.0,35555.0,114.0,57.0,57.0,2.28
63666,West Ridge,Multi 7+,42854.0,10537.0,60.0,21.0,78.0,3.0
63667,West Ridge,Multi < 7,95139.0,14282.0,60.0,21.0,50.2,3.0
63668,West Ridge,Single Family,17261.0,1312.0,60.0,21.0,56.0,3.0
63669,West Ridge,Multi 7+,28774.0,8669.0,51.0,25.0,81.0,2.32
63670,West Ridge,Multi < 7,50957.0,10385.0,51.0,25.0,45.25,2.32
63672,West Ridge,Multi < 7,55693.0,10166.0,73.0,21.0,50.5,3.25
63673,West Ridge,Single Family,33063.0,5871.0,73.0,21.0,55.5,3.25
63675,West Ridge,Multi 7+,220552.0,39751.0,143.0,77.0,78.0,2.07
63676,West Ridge,Multi 7+,31565.0,8108.0,104.0,40.0,77.0,2.67
63677,West Ridge,Multi < 7,38635.0,8198.0,104.0,40.0,52.67,2.67
63679,West Ridge,Multi < 7,123461.0,22035.0,57.0,26.0,69.33,2.71
63680,West Ridge,Single Family,26519.0,3860.0,57.0,26.0,0.0,2.71
63684,West Ridge,Multi 7+,57852.0,18671.0,257.0,121.0,83.5,2.6
63685,West Ridge,Multi < 7,112739.0,27100.0,257.0,121.0,84.38,2.6
63688,West Ridge,Multi < 7,144065.0,39897.0,197.0,72.0,80.58,3.23
63690,West Ridge,Multi < 7,180095.0,45356.0,220.0,83.0,85.31,3.1
63691,West Ridge,Single Family,78984.0,8885.0,220.0,83.0,0.0,3.1
63694,West Ridge,Multi < 7,144655.0,35083.0,229.0,90.0,78.18,3.37
63695,West Ridge,Single Family,19633.0,2839.0,229.0,90.0,0.0,3.37
63697,West Ridge,Multi < 7,212570.0,49305.0,191.0,85.0,83.15,3.13
63700,West Ridge,Multi < 7,62495.0,12880.0,112.0,40.0,73.67,3.59
63701,West Ridge,Single Family,82237.0,11804.0,112.0,40.0,52.88,3.59
63703,West Ridge,Multi 7+,82256.0,21076.0,198.0,79.0,81.75,3.25
63704,West Ridge,Multi < 7,51087.0,13530.0,198.0,79.0,71.4,3.25
63705,West Ridge,Single Family,22261.0,5194.0,198.0,79.0,42.5,3.25
63707,West Ridge,Multi 7+,33012.0,4619.0,180.0,62.0,80.0,3.16
63708,West Ridge,Multi < 7,131015.0,31694.0,180.0,62.0,66.5,3.16
63709,West Ridge,Single Family,17645.0,2705.0,180.0,62.0,66.5,3.16
63711,West Ridge,Multi < 7,58253.0,20233.0,80.0,32.0,59.83,2.67
63712,West Ridge,Single Family,38878.0,8765.0,80.0,32.0,62.86,2.67
63713,West Ridge,Multi < 7,170597.0,38720.0,92.0,35.0,76.87,2.88
63715,West Ridge,Multi 7+,48439.0,8986.0,120.0,45.0,83.5,3.24
63716,West Ridge,Multi < 7,116654.0,26215.0,120.0,45.0,82.22,3.24
63718,West Ridge,Multi < 7,28909.0,5612.0,118.0,47.0,67.5,2.74
63720,West Ridge,Multi < 7,94780.0,19788.0,116.0,39.0,52.4,3.52
63723,West Ridge,Multi < 7,34962.0,3388.0,61.0,40.0,49.0,1.85
63724,West Ridge,Multi 7+,39124.0,6922.0,36.0,22.0,84.0,2.57
63727,West Town,Multi < 7,5755.0,9338.0,60.0,33.0,115.25,1.82
63728,West Ridge,Multi 7+,148728.0,8323.0,137.0,54.0,56.5,2.63
63732,West Ridge,Single Family,67921.0,7020.0,236.0,127.0,0.33,2.02
63737,West Ridge,Single Family,384318.0,40402.0,241.0,66.0,0.0,3.71
63738,West Ridge,Multi < 7,38983.0,9214.0,36.0,22.0,91.8,2.57
63739,West Ridge,Single Family,35654.0,5011.0,135.0,72.0,0.0,2.05
63740,West Town,Single Family,58511.0,6754.0,34.0,18.0,53.0,2.13
63741,West Ridge,Multi < 7,4556.0,3735.0,75.0,27.0,91.0,3.0
63744,West Ridge,Multi < 7,29118.0,4309.0,58.0,27.0,33.0,2.64
63745,West Ridge,Single Family,77381.0,9061.0,58.0,27.0,81.5,2.64
63746,West Ridge,Multi < 7,64815.0,10293.0,38.0,16.0,30.5,2.53
63747,West Ridge,Single Family,15350.0,3314.0,38.0,16.0,114.0,2.53
63748,West Ridge,Single Family,111767.0,23467.0,333.0,217.0,0.0,1.56
63751,West Ridge,Single Family,56657.0,5024.0,53.0,20.0,60.33,2.65
63752,West Ridge,Multi < 7,22221.0,6031.0,80.0,33.0,45.0,3.08
63753,West Ridge,Single Family,65373.0,7564.0,80.0,33.0,60.29,3.08
63757,West Ridge,Multi 7+,157460.0,63553.0,294.0,129.0,50.0,2.58
63759,West Ridge,Multi 7+,71999.0,21631.0,212.0,82.0,52.0,3.03
63762,West Ridge,Multi 7+,24138.0,299.0,186.0,92.0,50.0,2.19
63763,West Ridge,Multi < 7,6288.0,1614.0,14.0,5.0,119.0,2.8
63766,West Ridge,Multi 7+,126512.0,38322.0,220.0,87.0,50.0,2.89
63767,West Ridge,Multi < 7,88867.0,16099.0,78.0,20.0,50.0,4.33
63770,West Ridge,Multi < 7,51474.0,2128.0,53.0,21.0,102.0,2.52
63771,West Ridge,Single Family,29574.0,4423.0,53.0,21.0,99.33,2.52
63775,West Town,Single Family,65537.0,7787.0,20.0,13.0,0.0,1.82
63776,West Town,Multi < 7,37885.0,6973.0,60.0,28.0,121.0,2.31
63777,West Town,Single Family,69149.0,4278.0,60.0,28.0,91.25,2.31
63780,West Town,Multi 7+,172908.0,17233.0,342.0,206.0,106.0,1.72
63781,West Town,Multi < 7,40175.0,3287.0,0.0,0.0,81.0,0.0
63783,West Town,Single Family,31781.0,4410.0,0.0,0.0,119.33,0.0
63784,West Town,Single Family,27457.0,4357.0,26.0,9.0,0.0,2.89
63786,West Town,Multi < 7,70315.0,6771.0,50.0,31.0,22.0,1.79
63787,West Town,Multi 7+,1157035.0,31357.0,150.0,138.0,25.0,1.11
63789,West Town,Multi < 7,57446.0,11796.0,58.0,32.0,117.0,1.93
63790,West Town,Single Family,84924.0,13802.0,58.0,32.0,28.2,1.93
63791,West Town,Multi < 7,34596.0,10868.0,40.0,25.0,110.83,2.22
63792,West Town,Single Family,66077.0,15096.0,40.0,25.0,72.89,2.22
63793,West Town,Multi < 7,46557.0,9244.0,39.0,20.0,88.2,2.05
63794,West Town,Single Family,156600.0,12685.0,39.0,20.0,52.6,2.05
63795,West Town,Multi < 7,44902.0,5755.0,19.0,8.0,117.75,2.38
63796,West Town,Single Family,105562.0,8613.0,75.0,48.0,103.4,1.74
63797,West Town,Single Family,113921.0,4515.0,19.0,8.0,80.0,2.38
63798,West Town,Multi < 7,15840.0,4894.0,34.0,9.0,117.33,3.78
63799,West Town,Single Family,63804.0,8519.0,34.0,9.0,79.14,3.78
63800,West Town,Multi < 7,135161.0,14191.0,69.0,32.0,31.22,2.23
63801,West Town,Single Family,60115.0,5226.0,69.0,32.0,5.75,2.23
63802,West Town,Multi < 7,39544.0,5315.0,29.0,14.0,80.67,2.07
63803,West Town,Single Family,78178.0,8642.0,29.0,14.0,50.17,2.07
63804,West Town,Multi < 7,99476.0,16214.0,28.0,14.0,48.33,2.15
63805,West Town,Single Family,33984.0,4337.0,28.0,14.0,4.0,2.15
63806,West Town,Multi < 7,69434.0,9449.0,0.0,0.0,60.5,0.0
63807,West Town,Multi < 7,40352.0,5102.0,33.0,13.0,65.5,2.75
63808,West Town,Single Family,31962.0,4529.0,33.0,13.0,49.0,2.75
63809,West Town,Multi < 7,155480.0,30096.0,75.0,48.0,107.54,1.74
63810,West Town,Multi < 7,50090.0,8052.0,34.0,18.0,66.25,2.13
63812,West Town,Multi < 7,15925.0,2143.0,20.0,15.0,121.0,1.54
63814,West Town,Multi < 7,112026.0,51253.0,39.0,28.0,105.75,1.77
63815,West Town,Single Family,62239.0,1724.0,39.0,28.0,121.0,1.77
63817,West Town,Multi < 7,65060.0,13246.0,70.0,37.0,121.0,2.06
63818,West Town,Single Family,35518.0,3817.0,70.0,37.0,120.33,2.06
63820,West Town,Multi < 7,14627.0,2520.0,20.0,9.0,119.0,2.22
63821,West Town,Multi < 7,46643.0,5106.0,35.0,11.0,121.0,3.5
63822,West Town,Single Family,105755.0,12537.0,35.0,11.0,64.13,3.5
63823,West Town,Multi < 7,98939.0,8381.0,70.0,35.0,60.5,2.19
63824,West Town,Single Family,28441.0,4074.0,70.0,35.0,62.0,2.19
63826,West Town,Single Family,28243.0,3231.0,15.0,7.0,98.0,2.5
63827,West Town,Multi < 7,66344.0,9929.0,102.0,53.0,98.2,2.04
63828,West Town,Single Family,109844.0,14163.0,102.0,53.0,19.7,2.04
63830,West Town,Multi < 7,165032.0,19032.0,14.0,5.0,11.0,2.8
63831,West Town,Single Family,36255.0,5021.0,14.0,5.0,74.33,2.8
63832,West Town,Multi 7+,37399.0,2677.0,74.0,42.0,119.0,1.76
63833,West Town,Multi < 7,128720.0,18794.0,74.0,42.0,94.31,1.76
63834,West Town,Single Family,19157.0,5279.0,74.0,42.0,89.25,1.76
63835,West Town,Multi < 7,175802.0,22458.0,68.0,35.0,78.17,2.0
63836,West Town,Single Family,40795.0,5588.0,68.0,35.0,87.0,2.0
63838,West Town,Multi 7+,5617.0,3432.0,64.0,36.0,119.0,1.78
63839,West Town,Single Family,23560.0,5496.0,174.0,116.0,0.0,1.54
63840,West Town,Multi < 7,117789.0,23296.0,64.0,36.0,117.83,1.78
63841,West Town,Single Family,71402.0,5529.0,64.0,36.0,94.5,1.78
63842,West Town,Multi < 7,68028.0,16987.0,42.0,19.0,105.78,2.21
63843,West Town,Single Family,67494.0,5983.0,42.0,19.0,32.5,2.21
63845,West Town,Multi < 7,148112.0,25194.0,65.0,31.0,96.0,2.1
63846,West Town,Single Family,113286.0,12251.0,65.0,31.0,58.5,2.1
63847,West Town,Multi < 7,11441.0,1966.0,31.0,21.0,108.0,1.55
63849,West Town,Multi < 7,73267.0,14659.0,18.0,12.0,102.0,1.5
63852,West Town,Multi < 7,59544.0,8384.0,10.0,7.0,98.83,2.0
63853,West Town,Multi < 7,4696.0,2714.0,21.0,9.0,114.0,2.33
63854,West Town,Multi < 7,30857.0,4987.0,14.0,8.0,114.8,2.0
63855,West Town,Single Family,8505.0,6042.0,14.0,8.0,127.5,2.0
63856,West Town,Multi < 7,8982.0,1866.0,24.0,10.0,132.0,2.4
63857,West Town,Multi < 7,104246.0,7845.0,5.0,2.0,97.5,2.5
63858,West Town,Single Family,31926.0,4007.0,5.0,2.0,119.5,2.5
63859,West Town,Single Family,56718.0,9482.0,9.0,7.0,114.6,1.29
63860,West Town,Multi < 7,31011.0,10579.0,19.0,11.0,108.0,1.73
63861,West Town,Single Family,34350.0,5409.0,19.0,11.0,84.33,1.73
63864,West Town,Multi < 7,11909.0,1830.0,81.0,36.0,0.0,2.31
63867,West Town,Multi < 7,18922.0,2281.0,62.0,37.0,63.0,1.68
63868,West Town,Single Family,52686.0,4348.0,62.0,37.0,10.0,1.68
63869,West Town,Multi < 7,153102.0,18965.0,63.0,34.0,128.3,1.97
63870,West Town,Single Family,34680.0,7440.0,63.0,34.0,45.5,1.97
63873,West Town,Multi < 7,64348.0,20426.0,83.0,49.0,69.14,1.8
63874,West Town,Single Family,41024.0,8897.0,83.0,49.0,55.0,1.8
63875,West Town,Multi < 7,119131.0,18929.0,84.0,36.0,99.91,2.47
63876,West Town,Single Family,50082.0,5576.0,84.0,36.0,92.0,2.47
63877,West Town,Multi < 7,59716.0,7621.0,41.0,25.0,73.5,1.95
63878,West Town,Single Family,78484.0,4706.0,41.0,25.0,65.83,1.95
63879,West Town,Multi < 7,46073.0,10903.0,45.0,27.0,94.4,1.73
63880,West Town,Single Family,22015.0,2324.0,45.0,27.0,118.0,1.73
63881,West Town,Multi 7+,12736.0,4389.0,87.0,36.0,96.0,2.64
63882,West Town,Multi < 7,94370.0,18843.0,87.0,36.0,114.22,2.64
63883,West Town,Single Family,26479.0,7987.0,87.0,36.0,77.0,2.64
63884,West Town,Multi < 7,109492.0,15962.0,72.0,42.0,102.25,1.8
63885,West Town,Single Family,69332.0,6788.0,72.0,42.0,76.0,1.8
63886,West Town,Multi < 7,27104.0,3522.0,0.0,0.0,119.0,0.0
63889,West Town,Multi < 7,60760.0,15349.0,6.0,3.0,118.0,2.0
63890,West Town,Single Family,121917.0,12286.0,6.0,3.0,104.0,2.0
63894,West Town,Multi < 7,108458.0,11165.0,14.0,8.0,65.5,2.0
63898,West Town,Multi < 7,28141.0,1543.0,263.0,165.0,12.0,1.62
63899,West Town,Single Family,90045.0,8729.0,263.0,165.0,0.0,1.62
63902,West Town,Single Family,56328.0,14477.0,23.0,8.0,103.4,3.29
63904,West Town,Multi < 7,170363.0,14206.0,147.0,84.0,0.0,1.79
63906,West Town,Single Family,153339.0,17134.0,241.0,140.0,1.25,1.8
63908,West Town,Multi < 7,146376.0,17033.0,77.0,28.0,61.11,2.96
63909,West Town,Single Family,42185.0,5637.0,77.0,28.0,55.0,2.96
63910,West Town,Multi < 7,165487.0,19969.0,60.0,31.0,113.8,2.07
63911,West Town,Single Family,117801.0,8649.0,60.0,31.0,96.5,2.07
63912,West Town,Multi < 7,208187.0,21032.0,51.0,24.0,94.27,2.68
63913,West Town,Single Family,35592.0,4111.0,51.0,24.0,79.67,2.68
63914,West Town,Multi < 7,96367.0,17778.0,51.0,34.0,116.43,1.65
63915,West Town,Single Family,38510.0,19995.0,51.0,34.0,78.67,1.65
63916,West Town,Multi 7+,57150.0,4677.0,112.0,60.0,101.5,1.93
63917,West Town,Multi < 7,148868.0,40522.0,112.0,60.0,106.64,1.93
63919,West Town,Single Family,93170.0,6028.0,83.0,39.0,6.0,2.13
63922,West Town,Multi 7+,78902.0,10085.0,67.0,40.0,110.0,1.76
63923,West Town,Multi < 7,158823.0,11540.0,67.0,40.0,59.5,1.76
63924,West Town,Single Family,55287.0,6989.0,67.0,40.0,61.0,1.76
63925,West Town,Multi < 7,138213.0,22414.0,60.0,29.0,105.82,2.14
63926,West Town,Single Family,34000.0,4214.0,60.0,29.0,114.67,2.14
63929,West Town,Multi < 7,13255.0,3642.0,43.0,24.0,121.0,1.95
63930,West Town,Single Family,63983.0,8525.0,43.0,24.0,41.0,1.95
63931,West Town,Multi < 7,144672.0,22430.0,88.0,46.0,122.09,1.91
63932,West Town,Single Family,31204.0,7886.0,88.0,46.0,104.5,1.91
63935,West Town,Multi < 7,87415.0,19593.0,96.0,40.0,71.25,2.4
63936,West Town,Single Family,39283.0,6486.0,96.0,40.0,83.0,2.4
63938,West Town,Multi < 7,96847.0,9146.0,74.0,32.0,86.0,2.39
63940,West Town,Multi < 7,53037.0,4070.0,51.0,26.0,60.5,2.04
63941,West Town,Single Family,77913.0,7199.0,51.0,26.0,42.0,2.04
63944,West Town,Multi < 7,29065.0,8277.0,130.0,79.0,0.0,1.73
63945,West Town,Single Family,59102.0,3041.0,130.0,79.0,0.0,1.73
63947,West Town,Multi < 7,67523.0,14477.0,72.0,40.0,96.8,1.85
63949,West Town,Multi < 7,17933.0,2577.0,36.0,25.0,119.0,1.44
63950,West Town,Single Family,275263.0,5609.0,36.0,25.0,5.0,1.44
63953,West Town,Multi 7+,8609.0,3889.0,100.0,52.0,97.0,1.96
63954,West Town,Multi < 7,110268.0,22318.0,100.0,52.0,91.22,1.96
63955,West Town,Single Family,58953.0,9326.0,100.0,52.0,89.17,1.96
63957,West Town,Multi < 7,49873.0,8325.0,248.0,136.0,101.33,1.89
63958,West Town,Single Family,237491.0,23940.0,248.0,136.0,63.24,1.89
63960,West Town,Multi < 7,102100.0,20010.0,132.0,41.0,122.2,3.3
63961,West Town,Single Family,162362.0,15811.0,132.0,41.0,56.09,3.3
63962,West Town,Multi < 7,117872.0,19214.0,131.0,45.0,118.36,3.12
63963,West Town,Single Family,164409.0,12522.0,131.0,45.0,55.5,3.12
63964,West Town,Multi < 7,91726.0,12192.0,80.0,35.0,115.14,2.42
63965,West Town,Single Family,118322.0,17176.0,80.0,35.0,56.4,2.42
63966,West Town,Multi < 7,109437.0,18568.0,91.0,35.0,98.18,3.03
63967,West Town,Single Family,84924.0,10791.0,91.0,35.0,88.38,3.03
63968,West Town,Multi < 7,139002.0,19705.0,109.0,43.0,71.9,2.87
63969,West Town,Single Family,84392.0,9359.0,109.0,43.0,75.14,2.87
63970,West Town,Multi < 7,61004.0,7933.0,110.0,43.0,94.75,2.75
63971,West Town,Single Family,71784.0,9479.0,110.0,43.0,67.88,2.75
63972,West Town,Multi < 7,80591.0,12028.0,90.0,32.0,119.43,2.9
63973,West Town,Single Family,69165.0,9177.0,90.0,32.0,22.5,2.9
63976,West Town,Multi < 7,47480.0,9159.0,47.0,33.0,122.6,1.88
63977,West Town,Single Family,29089.0,2179.0,47.0,33.0,43.67,1.88
63979,West Town,Multi < 7,73277.0,13169.0,79.0,39.0,83.71,2.82
63980,West Town,Single Family,54277.0,4904.0,79.0,39.0,8.6,2.82
63984,West Town,Multi < 7,65910.0,14021.0,102.0,41.0,88.0,2.62
63985,West Town,Single Family,49351.0,3543.0,102.0,41.0,42.0,2.62
63988,West Town,Multi < 7,63692.0,14917.0,77.0,42.0,104.63,2.14
63989,West Town,Single Family,26495.0,5157.0,77.0,42.0,112.25,2.14
63992,West Town,Single Family,33277.0,1243.0,7.0,6.0,4.0,1.4
63997,West Town,Multi < 7,53254.0,8762.0,67.0,26.0,118.4,2.91
63998,West Town,Single Family,22299.0,3609.0,67.0,26.0,116.0,2.91
64000,West Town,Single Family,14777.0,1462.0,0.0,0.0,107.0,0.0
64001,West Town,Multi < 7,130504.0,19427.0,78.0,42.0,105.18,2.69
64002,West Town,Single Family,74595.0,7187.0,78.0,42.0,28.29,2.69
64003,West Town,Multi < 7,52749.0,11084.0,85.0,35.0,104.14,2.83
64004,West Town,Single Family,72656.0,11720.0,85.0,35.0,20.0,2.83
64005,West Town,Multi < 7,83798.0,17067.0,106.0,36.0,71.4,3.03
64006,West Town,Single Family,94881.0,9640.0,106.0,36.0,66.0,3.03
64007,West Town,Multi < 7,80983.0,12118.0,111.0,45.0,83.67,2.78
64008,West Town,Single Family,114892.0,13218.0,111.0,45.0,51.92,2.78
64009,West Town,Multi < 7,70245.0,12458.0,130.0,40.0,91.88,3.25
64010,West Town,Single Family,141085.0,21181.0,130.0,40.0,95.67,3.25
64011,West Town,Multi < 7,131924.0,25340.0,112.0,48.0,111.73,2.6
64012,West Town,Single Family,49150.0,6799.0,112.0,48.0,42.29,2.6
64013,West Town,Multi < 7,143589.0,24235.0,87.0,49.0,92.0,2.12
64014,West Town,Multi < 7,52640.0,5282.0,97.0,30.0,75.6,3.73
64015,West Town,Single Family,79887.0,12937.0,97.0,30.0,58.78,3.73
64016,West Town,Multi < 7,99192.0,26837.0,103.0,42.0,111.67,2.71
64017,West Town,Single Family,21184.0,2883.0,103.0,42.0,46.75,2.71
64018,West Town,Multi < 7,126862.0,15710.0,107.0,37.0,89.5,2.97
64019,West Town,Single Family,41457.0,7301.0,107.0,37.0,89.2,2.97
64020,West Town,Multi < 7,81412.0,14161.0,87.0,29.0,117.86,4.14
64021,West Town,Single Family,36065.0,4381.0,87.0,29.0,79.33,4.14
64022,West Town,Multi 7+,65898.0,5226.0,163.0,59.0,86.0,2.81
64023,West Town,Multi < 7,144892.0,27585.0,163.0,59.0,115.45,2.81
64024,West Town,Single Family,47375.0,2967.0,163.0,59.0,90.0,2.81
64026,West Town,Multi < 7,49587.0,8790.0,111.0,42.0,125.0,3.08
64027,West Town,Single Family,89651.0,16403.0,111.0,42.0,102.17,3.08
64030,West Town,Multi < 7,8644.0,2242.0,14.0,11.0,114.0,1.75
64032,West Town,Multi < 7,29140.0,3804.0,11.0,5.0,120.0,2.2
64033,West Town,Multi < 7,101384.0,17804.0,79.0,38.0,120.0,3.04
64034,West Town,Single Family,40254.0,8813.0,79.0,38.0,96.0,3.04
64036,West Town,Multi < 7,127773.0,24863.0,172.0,51.0,121.5,3.66
64037,West Town,Single Family,136260.0,24921.0,172.0,51.0,103.33,3.66
64038,West Town,Multi < 7,159552.0,30586.0,99.0,52.0,98.83,2.2
64039,West Town,Single Family,23014.0,1130.0,4.0,2.0,5.0,2.0
64040,West Town,Single Family,21706.0,1898.0,99.0,52.0,121.0,2.2
64041,West Town,Multi < 7,53848.0,13640.0,59.0,33.0,121.44,2.68
64043,West Town,Multi < 7,96251.0,15300.0,112.0,34.0,112.88,2.65
64046,West Town,Multi < 7,14668.0,2437.0,104.0,89.0,115.0,1.41
64047,West Town,Single Family,15586.0,2856.0,104.0,89.0,119.0,1.41
64050,West Town,Multi < 7,30153.0,7643.0,29.0,16.0,119.0,1.85
64052,West Town,Single Family,109171.0,7231.0,38.0,5.0,5.0,7.6
64054,West Town,Multi < 7,92094.0,16842.0,56.0,25.0,118.11,2.55
64055,West Town,Single Family,19086.0,2878.0,56.0,25.0,123.67,2.55
64056,West Town,Multi < 7,78844.0,22697.0,76.0,37.0,97.33,2.38
64057,West Town,Single Family,15571.0,2622.0,76.0,37.0,69.0,2.38
64058,West Town,Multi < 7,83857.0,22864.0,91.0,54.0,76.29,3.5
64059,West Town,Single Family,26852.0,3846.0,91.0,54.0,53.0,3.5
64061,West Town,Multi < 7,50695.0,9790.0,77.0,39.0,105.0,2.26
64062,West Town,Multi < 7,71697.0,20432.0,66.0,31.0,95.45,2.64
64065,West Town,Multi < 7,162762.0,32761.0,120.0,40.0,111.31,2.7
64066,West Town,Multi < 7,167932.0,25695.0,111.0,37.0,94.83,3.26
64067,West Town,Single Family,23999.0,3931.0,111.0,37.0,120.33,3.26
64069,West Town,Multi < 7,152755.0,25352.0,126.0,39.0,85.82,3.6
64070,West Town,Single Family,54957.0,7606.0,126.0,39.0,99.2,3.6
64072,West Town,Multi < 7,50736.0,32319.0,111.0,44.0,81.75,1.69
64074,West Town,Multi 7+,24621.0,2920.0,41.0,22.0,31.0,1.86
64077,West Town,Multi < 7,51150.0,10059.0,72.0,32.0,108.43,2.25
64078,West Town,Single Family,61417.0,4481.0,72.0,32.0,36.0,2.25
64080,West Town,Single Family,34048.0,4443.0,18.0,9.0,53.0,2.25
64084,West Town,Multi < 7,5845.0,5026.0,109.0,42.0,106.0,2.66
